id,proportion,fatals
13253,2.28076177443,2
13255,1.40904607581,9
13257,1.95160031226,5
13259,1.70415814588,1
13261,0.636354958796,2
13263,1.54083204931,1
13265,11.6211504939,2
13267,1.9761283693,5
13269,1.19033448399,1
13271,2.43664717349,4
13273,1.08542277217,1
13275,0.892379082634,4
13277,1.22588079535,5
13279,1.83755972069,5
13281,2.77777777778,3
13283,8.87311446318,6
13285,1.30686685931,9
13287,2.39865675222,2
13289,5.87613115525,5
13291,1.84119677791,4
13293,1.88480096502,5
13295,1.61089551146,11
13297,1.16007934943,10
13299,1.39965848333,5
13301,10.7894263622,6
13303,4.33004570604,9
13305,0.998469014178,3
13307,7.35294117647,2
13309,3.77073906486,3
13311,1.43931488611,4
13313,1.64321064027,17
13315,1.11457868926,1
13317,1.00090081073,1
13319,5.32708288941,5
13321,4.72679145396,10
15001,1.09670882903,21
15003,0.497877416484,49
15007,0.430471653442,3
15009,1.30545868223,21
16001,0.550896884079,23
16003,10.3092783505,4
16005,1.07650351658,9
16009,2.20070422535,2
16011,3.52368577532,16
16015,13.0718954248,9
16017,3.65265669897,15
16019,0.278324117713,3
16023,3.76931775349,1
16025,9.50570342205,1
16027,1.25678032988,25
16029,4.40658049354,3
16031,2.99542128461,7
16033,11.0987791343,1
16035,3.5046728972,3
16037,11.8091639112,5
16039,3.82043935053,10
16041,1.5487068298,2
16043,1.54499806875,2
16045,1.19538581077,2
16047,2.62587802797,4
16049,2.45218244237,4
16051,1.49298297999,4
16053,3.09009844171,7
16055,0.758380100106,11
16057,0.26083100759,1
16059,2.56739409499,2
16061,2.62329485834,1
16063,7.60456273764,4
16065,0.791222702817,3
16067,1.97248385029,4
16069,1.00555569522,4
16073,1.7599436818,2
16075,1.76211453744,4
16077,3.88048117967,3
16079,2.38644499244,3
16083,1.49992500375,12
17001,1.93795560591,13
17003,1.35795763172,1
17005,2.31040258765,4
17007,0.742790291731,4
17011,2.3450095266,8
17017,6.03591368643,8
17019,0.728983408338,15
17021,2.33918128655,8
17027,2.9001555538,11
17029,0.754190470803,4
17031,0.456421051667,239
17033,1.02348907425,2
17035,3.65530476103,4
17037,1.15003114668,12
17039,0.610202587259,1
17041,1.00877635428,2
17043,0.386925362098,36
17045,0.555802578924,1
17047,4.51195668522,3
17049,2.62146102761,9
17051,0.903505601735,2
17053,0.722804481388,1
17055,4.28276313801,17
17057,1.37653828153,5
17061,2.96252407051,4
17063,1.39228673151,7
17065,1.20163422254,1
17067,0.53367488526,1
17069,2.36518448439,1
17071,2.84010224368,2
17073,0.601407293066,3
17075,3.78618387086,11
17077,1.67971243323,10
17079,2.07576543851,2
17081,0.259215096687,1
17083,0.441988950276,1
17085,3.57190695182,8
17087,2.33845194481,3
17089,0.55250092401,29
17091,0.801988932553,9
17093,0.74977506748,9
17095,3.07031010132,16
17097,0.497938534467,35
17099,1.15474466819,13
17101,3.00030003,5
17103,1.71296428469,6
17105,1.85730584521,7
17107,2.00293764187,6
17109,0.312412134087,1
17111,0.585638199228,18
17113,1.03977725661,18
17115,1.83161924299,20
17117,1.06737255572,5
17119,1.23430931043,33
17121,3.36221388853,13
17123,1.64298036638,2
17125,1.41582896786,2
17127,1.9978689398,3
17131,1.24169615695,2
17133,1.19264140255,4
17135,1.36295488619,4
17137,0.853995274559,3
17139,2.00978093388,3
17141,2.48105807584,13
17143,0.855102826115,16
17145,0.917010545621,2
17147,0.60624431646,1
17149,2.47770069376,4
17151,2.3089355807,1
17153,5.10986203373,3
17155,1.71762281003,1
17157,1.51199008135,5
17159,1.24015625969,2
17161,0.67952786404,10
17163,1.46051552453,39
17165,1.61400960336,4
17167,0.653213811955,13
17173,2.26090888537,5
17175,1.70677590032,1
17179,0.810629564397,11
17181,1.70930431314,3
17183,1.24427632889,10
17187,2.25975933563,4
17189,4.84194507851,7
17191,1.81214134703,3
17193,2.07411504425,3
17195,2.08604954368,12
17197,0.760239475435,52
17199,1.63883136425,11
17201,0.998488495002,29
17203,0.511430471027,2
18001,2.02066855262,7
18003,0.825416216127,30
18005,2.64190821256,21
18007,1.14259597806,1
18009,0.801538954793,1
18011,1.98311050883,12
18013,1.33235627207,2
18015,1.49895073449,3
18017,0.779706830232,3
18019,1.32531078538,15
18021,2.62309825377,7
18023,2.13187147861,7
18025,6.60938532716,7
18027,2.15976057511,7
18029,1.61033837235,8
18033,1.64903766873,7
18035,0.852260621298,10
18037,1.41874157622,6
18039,1.64436803946,33
18041,1.26193580953,3
18043,1.05401844532,8
18045,0.592136428233,1
18047,0.872029649008,2
18049,1.46148974521,3
18051,4.15825115837,14
18053,1.01602415235,7
18055,0.609477373153,2
18057,0.471960490165,14
18059,0.841184387618,6
18061,2.80397654856,11
18063,0.782090135888,12
18065,1.42432751394,7
18067,1.5707122576,13
18069,2.17019775927,8
18071,1.84030733132,8
18073,2.09280076537,7
18075,2.82286520819,6
18077,1.23255169014,4
18079,1.42282929606,4
18081,0.617940883655,9
18083,0.788187693763,3
18085,1.02586461152,8
18087,1.83804222246,7
18089,1.20017249937,59
18091,0.898634076204,10
18093,0.654821670232,3
18095,1.151366288,15
18097,1.04713737471,97
18099,0.638814360547,3
18101,2.92340674332,3
18103,2.48543260335,9
18105,0.491559225864,7
18107,1.30986063083,5
18109,2.44946183883,17
18111,2.84555737355,4
18113,1.05161317461,5
18115,1.65755014089,1
18117,1.52091254753,3
18119,3.30313325783,7
18121,1.75366808909,3
18123,2.06036880602,4
18125,4.72925041381,6
18127,1.32076604431,22
18129,1.56451675989,4
18131,0.766459722542,1
18133,2.12483399734,8
18135,3.12548835756,8
18137,0.349503704739,1
18139,1.76564063328,3
18141,0.449024494286,12
18143,0.4204684018,1
18145,2.02515694966,9
18147,3.83582662064,8
18149,1.7303283298,4
18151,1.459129775,5
18153,2.84212022169,6
18155,1.90476190476,2
18157,1.05000221053,19
18159,1.28427406409,2
18161,2.74010138375,2
18163,0.827335153471,15
18165,4.41361916772,7
18167,1.10836073447,12
18169,4.32659620496,14
18171,2.39034301422,2
18173,0.655791458316,4
18175,1.79018976011,5
18177,1.03144431674,7
18179,2.15858396892,6
18181,5.33049040512,13
18183,1.200120012,4
19003,2.56937307297,1
19005,2.13371266003,3
19007,1.57865656326,2
19009,1.70386777986,1
19011,4.26307018564,11
19013,0.754739765729,10
19015,1.51509412522,4
19017,0.407514568646,1
19019,1.90494332794,4
19021,1.46291510216,3
19023,0.668181210744,1
19025,1.00867460157,1
19029,3.67917586461,5
19031,2.72108843537,5
19033,1.60989857639,7
19035,1.68733653927,2
19037,0.816726559948,1
19041,0.604704601802,1
19043,1.68482533977,3
19045,0.62028326269,3
19047,2.3185717598,4
19049,0.534102440848,4
19051,2.28780599405,2
19055,1.14240018278,2
19057,0.994826900119,4
19059,2.35751753404,4
19061,0.417075052656,4
19063,1.00836946657,1
19065,0.971392491136,2
19067,0.623052959502,1
19069,2.86013919344,3
19073,2.18007412252,2
19077,1.86219739292,2
19079,3.26861476106,5
19081,1.80310133429,2
19083,1.7248318289,3
19085,1.38245662542,2
19087,1.49402390438,3
19089,2.10659363809,2
19093,1.41422712488,1
19095,3.05922662751,5
19097,2.04373594932,4
19099,1.361433317,5
19101,0.57743388382,1
19103,0.358587452308,5
19105,1.94552529183,4
19107,1.94344572928,2
19109,1.30890052356,2
19111,3.11006813877,11
19113,0.230797636632,5
19115,0.887232721143,1
19121,2.55689082076,4
19123,3.12555813538,7
19125,0.601539942252,2
19127,0.976514818612,4
19129,1.34571390122,2
19131,0.929195316856,1
19133,3.30105633803,3
19135,2.49937515621,2
19137,0.955566172957,1
19139,0.233029618064,1
19141,2.83848992336,4
19143,3.22009338271,2
19145,0.638569604087,1
19149,1.60946364624,4
19153,0.442116944353,20
19155,1.39465525195,13
19157,1.06923282545,2
19161,0.990000990001,1
19163,1.2353377178,21
19165,2.50166777852,3
19167,0.869338433452,3
19169,0.53426794606,5
19171,2.28846043824,4
19175,0.795228628231,1
19179,0.566331587144,2
19181,2.3137436372,11
19183,1.36258345824,3
19185,1.5664160401,1
19187,1.87692720204,7
19191,0.957670944264,2
19193,1.26792158393,13
19195,2.64445325929,2
19197,0.773036487322,1
20001,0.764467548353,1
20003,2.53292806484,2
20005,1.20242890639,2
20009,1.82488411986,5
20011,1.35025654874,2
20015,1.66434666828,11
20017,14.6950771492,4
20019,11.3636363636,4
20021,2.8636884307,6
20023,3.72856077554,1
20027,2.37501484384,2
20029,1.07077845594,1
20031,1.18231260345,1
20035,1.38584772305,5
20037,1.01770812131,4
20039,3.44234079174,1
20041,2.04960032794,4
20043,2.54485303474,2
20045,0.608870371498,7
20049,7.4543421543,2
20051,0.344910840548,1
20053,3.12012480499,2
20055,1.34651118951,5
20057,2.01647750187,7
20059,1.16491282569,3
20061,1.08734063664,4
20063,14.6252285192,4
20067,3.83828045036,3
20069,3.29760923331,2
20073,3.12842171125,2
20075,3.86697602475,1
20077,3.41238696468,2
20079,2.00947323095,7
20081,2.42130750605,1
20083,20.6291903043,4
20085,2.98507462687,4
20087,3.7040956715,7
20089,3.29163923634,1
20091,0.423419322741,24
20095,2.56739409499,2
20099,1.90041809198,4
20101,5.97371565114,1
20103,1.27833101103,10
20109,3.58037952023,1
20111,0.896539358078,3
20113,2.05114180227,6
20115,3.25467860049,4
20117,0.999500249875,1
20121,2.44738130201,8
20125,1.17013807629,4
20127,5.21739130435,3
20131,2.9530465597,3
20133,1.82670644827,3
20135,6.49983750406,2
20139,1.24378109453,2
20141,2.64410364886,1
20143,1.65343915344,1
20145,1.44696860078,1
20147,3.63570259953,2
20149,1.32596685083,3
20151,6.16079679639,6
20153,3.92927308448,1
20155,0.624434106591,4
20157,4.16146483562,2
20159,2.99580587178,3
20161,0.799765402149,6
20167,4.29307384087,3
20169,1.07652283126,6
20173,0.987110313526,50
20175,1.28899200825,3
20177,0.671170969618,12
20179,11.8530225207,3
20183,2.67379679144,1
20185,2.31481481481,1
20189,3.465003465,2
20191,0.846095270327,2
20193,2.52365930599,2
20195,6.77736360556,2
20197,2.85836787195,2
20199,12.539184953,2
20201,1.75870559268,1
20203,4.53720508167,1
20205,5.51815472906,5
20207,3.11429461227,1
20209,1.11936121787,18
21001,3.18268618714,6
21003,2.45639891918,5
21005,1.37861311521,3
21007,2.42248062016,2
21009,2.5626092021,11
21011,5.00918350309,6
21013,2.50447227191,7
21015,1.20368810034,15
21017,3.9974016889,8
21019,1.02213954249,5
21021,1.36109976861,4
21023,7.12166172107,6
21025,1.47156206313,2
21027,1.99391854843,4
21029,1.55923129897,12
21031,4.67471756915,6
21033,4.67799781693,6
21035,1.57455518816,6
21037,0.874555889587,8
21039,2.00642054575,1
21041,5.54016620499,6
21043,2.56166288516,7
21045,3.13401027955,5
21047,1.07876319799,8
21049,1.40224920773,5
21051,4.22535211268,9
21053,1.96309383589,2
21055,3.25309043591,3
21057,1.46907595123,1
21059,1.52791500718,15
21061,1.65220983065,2
21065,0.690798563139,1
21067,0.875753310023,27
21069,0.687568756876,1
21071,3.88108359854,15
21073,0.200891960304,1
21075,1.55714730614,1
21077,2.33453951208,2
21079,3.53440150801,6
21081,1.21605188488,3
21083,2.13321956162,8
21085,3.84600592285,10
21087,4.48470714862,5
21089,0.822436055597,3
21093,2.04595969459,22
21095,1.05633802817,3
21097,0.536250536251,1
21099,2.71134970989,5
21101,0.646607466161,3
21103,3.23519896474,5
21107,2.57964658842,12
21109,1.49734221756,2
21111,1.12462275522,85
21113,2.18566205691,11
21115,2.99785867238,7
21117,1.04289999816,17
21121,2.82938790908,9
21123,2.82705491554,4
21125,1.33888972569,8
21127,0.632071297642,1
21129,1.40469167018,1
21131,4.54669455306,5
21133,1.68983143931,4
21135,2.90065264685,4
21137,3.67376928729,9
21139,4.25803704492,4
21141,1.48970243194,4
21143,4.76077124494,4
21145,2.29329745597,15
21147,1.66657407922,3
21149,1.05263157895,1
21151,2.21347188891,19
21153,3.85237691656,5
21155,3.04305928894,6
21157,5.13132997659,16
21159,0.791702953052,1
21163,2.40566361949,7
21165,1.57654106889,1
21167,1.87423859057,4
21169,2.00300450676,2
21171,0.928936367859,1
21173,3.68093643023,10
21175,0.744712540959,1
21177,0.638793957009,2
21179,3.36594560632,15
21181,4.24028268551,3
21183,1.2466237274,3
21185,0.158636990974,1
21187,1.86723928671,2
21189,4.33275563258,2
21191,1.37797988149,2
21193,1.78310331301,5
21195,2.20701831825,14
21197,4.0170322166,5
21199,2.20004714387,14
21203,2.95124542557,5
21205,1.27075567604,3
21207,1.13192597204,2
21209,1.79361473156,9
21211,1.80627681192,8
21213,3.38906461817,6
21215,1.70677590032,3
21217,2.40067218821,6
21219,4.79080166081,6
21221,2.10526315789,3
21223,1.13856313333,1
21225,0.660589245607,1
21227,1.09289617486,13
21229,3.35852225021,4
21231,5.80973129993,12
21233,2.24601332635,3
21235,2.79376431804,10
21237,5.50888307396,4
21239,1.18497452305,3
22001,2.41301095507,15
22003,2.33890773009,6
22005,1.65594659136,19
22007,2.16853883853,5
22009,1.69127062746,7
22011,1.37896798036,5
22013,0.715461114688,1
22015,0.972423685,12
22017,1.37393912272,35
22019,1.83779423852,36
22021,2.002002002,2
22023,1.49120190874,1
22025,1.95179076803,2
22027,1.80299296833,3
22029,3.4231502763,7
22031,1.11255330985,3
22033,0.921990600193,41
22035,5.33262231702,4
22037,4.02921178544,8
22039,2.66524520256,9
22041,2.9197080292,6
22043,1.78874877024,4
22045,3.11071438232,23
22047,3.91224532788,13
22049,1.24154199516,2
22051,0.574591120958,25
22053,3.18126868995,10
22055,1.25101914922,29
22057,2.05182920574,20
22059,2.01355795691,3
22061,0.211197702169,1
22063,1.34379502647,18
22065,9.26471826834,11
22067,2.59144084111,7
22069,1.77981184846,7
22071,1.32718228583,50
22073,1.21975489346,19
22075,3.38997415145,8
22077,3.1113876789,7
22079,1.66383059179,22
22081,3.39443312967,3
22083,2.88780863455,6
22085,1.23721544045,3
22087,1.39997200056,6
22089,1.32981249644,7
22091,4.62192641893,5
22093,2.30946882217,5
22095,1.81155318041,8
22097,2.15277528614,18
22099,1.88231750932,10
22101,2.24546696357,12
22103,1.02897596312,25
22105,2.86884592704,36
22107,2.04373594932,1
22109,1.41916943109,16
22111,2.66276128345,6
22113,2.36846557266,14
22115,1.52450644104,8
22117,1.9331557694,9
22119,0.984809316296,4
22121,3.64830353885,9
22123,2.61917234154,3
22125,1.94615634123,3
22127,2.01952204645,3
23001,0.931159386552,10
23003,2.42839797157,17
23005,0.559207882035,16
23007,1.64462864285,5
23009,1.46364667569,8
23011,1.15595481868,14
23013,1.00697329003,4
23015,0.585548659094,2
23017,1.91567544975,11
23019,1.04277325547,16
23021,1.16577290744,2
23023,1.13986093697,4
23025,3.10215793862,16
23027,0.769704433498,3
23029,2.1745208288,7
23031,1.05167215873,21
24001,1.22367401324,9
24003,0.666330499928,37
24005,0.838437880866,69
24009,1.44261712941,13
24011,1.8370533664,6
24013,0.955543345835,16
24015,1.56924284033,16
24017,0.981971012216,15
24019,1.8442245036,6
24021,0.828593090362,20
24023,2.34796900681,7
24025,0.883654796237,22
24027,0.591881360669,18
24029,0.501932439894,1
24031,0.461753543467,47
24033,1.0752495475,96
24035,2.2633744856,11
24037,1.09475067053,12
24039,0.769822940724,2
24041,2.91012989762,11
24043,1.13887586253,17
24045,1.68014073649,17
24047,1.94103146412,10
24510,0.562290546771,35
25001,0.465623050203,10
25003,0.928160386115,12
25005,0.723637435935,40
25007,0.586579070859,1
25009,0.248740261491,19
25011,1.26503991904,9
25013,0.598238188535,28
25015,0.373229492595,6
25017,0.295607782453,46
25019,0.947328533535,1
25021,0.508927312093,35
25023,0.694884262063,35
25025,0.197649551533,15
25027,0.604240783787,49
26001,0.947867298578,1
26003,2.11059518784,2
26005,1.24072777546,14
26007,0.688041832943,2
26009,1.28937980831,3
26011,1.29668049793,2
26013,1.15074798619,1
26015,1.18349197762,7
26017,1.40583703537,15
26019,2.29397258703,4
26021,1.15707260631,18
26023,1.83041230037,8
26025,1.85473699829,25
26027,2.88728056668,15
26029,0.765286599832,2
26033,1.55496812315,6
26035,0.976880494953,3
26037,0.650152785905,5
26039,0.719683339331,1
26041,0.817171497058,3
26043,0.384437951715,1
26045,1.38451740338,15
26047,1.21146041553,4
26049,0.769463827986,32
26051,2.35284890789,6
26053,0.631951466127,1
26055,1.2234864916,11
26057,1.9103109031,8
26059,0.649660011261,3
26061,0.818330605565,3
26063,1.23877361412,4
26065,0.599666303339,17
26067,0.78046953047,5
26069,1.18105586394,3
