geoid,name,B01003001,"B01003001, Error"
05000US17111,"McHenry County, IL",307357,0
05000US17113,"McLean County, IL",173114,0
05000US17115,"Macon County, IL",109193,0
05000US17117,"Macoupin County, IL",46844,0
05000US17119,"Madison County, IL",267356,0
05000US17121,"Marion County, IL",38665,0
05000US17123,"Marshall County, IL",12173,0
05000US17125,"Mason County, IL",14126,0
05000US17127,"Massac County, IL",15016,0
05000US17129,"Menard County, IL",12611,0
05000US17131,"Mercer County, IL",16107,0
05000US17133,"Monroe County, IL",33539,0
05000US17135,"Montgomery County, IL",29348,0
05000US17137,"Morgan County, IL",35129,0
05000US17139,"Moultrie County, IL",14927,0
05000US17141,"Ogle County, IL",52397,0
05000US17143,"Peoria County, IL",187112,0
05000US17145,"Perry County, IL",21810,0
05000US17147,"Piatt County, IL",16495,0
05000US17149,"Pike County, IL",16144,0
05000US17151,"Pope County, IL",4331,0
05000US17153,"Pulaski County, IL",5871,0
05000US17155,"Putnam County, IL",5822,0
05000US17157,"Randolph County, IL",33069,0
05000US17159,"Richland County, IL",16127,0
05000US17161,"Rock Island County, IL",147161,0
05000US17163,"St. Clair County, IL",267029,0
05000US17165,"Saline County, IL",24783,0
05000US17167,"Sangamon County, IL",199016,0
05000US17169,"Schuyler County, IL",7311,0
05000US17171,"Scott County, IL",5198,0
05000US17173,"Shelby County, IL",22115,0
05000US17175,"Stark County, IL",5859,0
05000US17177,"Stephenson County, IL",46625,0
05000US17179,"Tazewell County, IL",135697,0
05000US17181,"Union County, IL",17551,0
05000US17183,"Vermilion County, IL",80368,0
05000US17185,"Wabash County, IL",11652,0
05000US17187,"Warren County, IL",17701,0
05000US17189,"Washington County, IL",14457,0
05000US17191,"Wayne County, IL",16555,0
05000US17193,"White County, IL",14464,0
05000US17195,"Whiteside County, IL",57525,0
05000US17197,"Will County, IL",683995,0
05000US17199,"Williamson County, IL",67121,0
05000US17201,"Winnebago County, IL",290439,0
05000US17203,"Woodford County, IL",39106,0
05000US18001,"Adams County, IN",34642,0
05000US18003,"Allen County, IN",363453,0
05000US18005,"Bartholomew County, IN",79488,0
05000US18007,"Benton County, IN",8752,0
05000US18009,"Blackford County, IN",12476,0
05000US18011,"Boone County, IN",60511,0
05000US18013,"Brown County, IN",15011,0
05000US18015,"Carroll County, IN",20014,0
05000US18017,"Cass County, IN",38476,0
05000US18019,"Clark County, IN",113181,0
05000US18021,"Clay County, IN",26686,0
05000US18023,"Clinton County, IN",32835,0
05000US18025,"Crawford County, IN",10591,0
05000US18027,"Daviess County, IN",32411,0
05000US18029,"Dearborn County, IN",49679,0
05000US18031,"Decatur County, IN",26240,0
05000US18033,"DeKalb County, IN",42449,0
05000US18035,"Delaware County, IN",117335,0
05000US18037,"Dubois County, IN",42291,0
05000US18039,"Elkhart County, IN",200685,0
05000US18041,"Fayette County, IN",23773,0
05000US18043,"Floyd County, IN",75900,0
05000US18045,"Fountain County, IN",16888,0
05000US18047,"Franklin County, IN",22935,0
05000US18049,"Fulton County, IN",20527,0
05000US18051,"Gibson County, IN",33668,0
05000US18053,"Grant County, IN",68896,0
05000US18055,"Greene County, IN",32815,0
05000US18057,"Hamilton County, IN",296635,0
05000US18059,"Hancock County, IN",71328,0
05000US18061,"Harrison County, IN",39230,0
05000US18063,"Hendricks County, IN",153435,0
05000US18065,"Henry County, IN",49146,0
05000US18067,"Howard County, IN",82765,0
05000US18069,"Huntington County, IN",36863,0
05000US18071,"Jackson County, IN",43471,0
05000US18073,"Jasper County, IN",33448,0
05000US18075,"Jay County, IN",21255,0
05000US18077,"Jefferson County, IN",32453,0
05000US18079,"Jennings County, IN",28113,0
05000US18081,"Johnson County, IN",145645,0
05000US18083,"Knox County, IN",38062,0
05000US18085,"Kosciusko County, IN",77983,0
05000US18087,"LaGrange County, IN",38084,0
05000US18089,"Lake County, IN",491596,0
05000US18091,"LaPorte County, IN",111280,0
05000US18093,"Lawrence County, IN",45814,0
05000US18095,"Madison County, IN",130280,0
05000US18097,"Marion County, IN",926335,0
05000US18099,"Marshall County, IN",46962,0
05000US18101,"Martin County, IN",10262,0
05000US18103,"Miami County, IN",36211,0
05000US18105,"Monroe County, IN",142404,0
05000US18107,"Montgomery County, IN",38172,0
05000US18109,"Morgan County, IN",69403,0
05000US18111,"Newton County, IN",14057,0
05000US18113,"Noble County, IN",47546,0
05000US18115,"Ohio County, IN",6033,0
05000US18117,"Orange County, IN",19725,0
05000US18119,"Owen County, IN",21192,0
05000US18121,"Parke County, IN",17107,0
05000US18123,"Perry County, IN",19414,0
05000US18125,"Pike County, IN",12687,0
05000US18127,"Porter County, IN",166570,0
05000US18129,"Posey County, IN",25567,0
05000US18131,"Pulaski County, IN",13047,0
05000US18133,"Putnam County, IN",37650,0
05000US18135,"Randolph County, IN",25596,0
05000US18137,"Ripley County, IN",28612,0
05000US18139,"Rush County, IN",16991,0
05000US18141,"St. Joseph County, IN",267246,0
05000US18143,"Scott County, IN",23783,0
05000US18145,"Shelby County, IN",44441,0
05000US18147,"Spencer County, IN",20856,0
05000US18149,"Starke County, IN",23117,0
05000US18151,"Steuben County, IN",34267,0
05000US18153,"Sullivan County, IN",21111,0
05000US18155,"Switzerland County, IN",10500,0
05000US18157,"Tippecanoe County, IN",180952,0
05000US18159,"Tipton County, IN",15573,0
05000US18161,"Union County, IN",7299,0
05000US18163,"Vanderburgh County, IN",181305,0
05000US18165,"Vermillion County, IN",15860,0
05000US18167,"Vigo County, IN",108268,0
05000US18169,"Wabash County, IN",32358,0
05000US18171,"Warren County, IN",8367,0
05000US18173,"Warrick County, IN",60995,0
05000US18175,"Washington County, IN",27930,0
05000US18177,"Wayne County, IN",67866,0
05000US18179,"Wells County, IN",27796,0
05000US18181,"White County, IN",24388,0
05000US18183,"Whitley County, IN",33330,0
05000US19001,"Adair County, IA",7426,0
05000US19003,"Adams County, IA",3892,0
05000US19005,"Allamakee County, IA",14060,0
05000US19007,"Appanoose County, IA",12669,0
05000US19009,"Audubon County, IA",5869,0
05000US19011,"Benton County, IA",25803,0
05000US19013,"Black Hawk County, IA",132496,0
05000US19015,"Boone County, IA",26401,0
05000US19017,"Bremer County, IA",24539,0
05000US19019,"Buchanan County, IA",20998,0
05000US19021,"Buena Vista County, IA",20507,0
05000US19023,"Butler County, IA",14966,0
05000US19025,"Calhoun County, IA",9914,0
05000US19027,"Carroll County, IA",20629,0
05000US19029,"Cass County, IA",13590,0
05000US19031,"Cedar County, IA",18375,0
05000US19033,"Cerro Gordo County, IA",43481,0
05000US19035,"Cherokee County, IA",11853,0
05000US19037,"Chickasaw County, IA",12244,0
05000US19039,"Clarke County, IA",9280,0
05000US19041,"Clay County, IA",16537,0
05000US19043,"Clayton County, IA",17806,0
05000US19045,"Clinton County, IA",48365,0
05000US19047,"Crawford County, IA",17252,0
05000US19049,"Dallas County, IA",74892,0
05000US19051,"Davis County, IA",8742,0
05000US19053,"Decatur County, IA",8249,0
05000US19055,"Delaware County, IA",17507,0
05000US19057,"Des Moines County, IA",40208,0
05000US19059,"Dickinson County, IA",16967,0
05000US19061,"Dubuque County, IA",95906,0
05000US19063,"Emmet County, IA",9917,0
05000US19065,"Fayette County, IA",20589,0
05000US19067,"Floyd County, IA",16050,0
05000US19069,"Franklin County, IA",10489,0
05000US19071,"Fremont County, IA",7106,0
05000US19073,"Greene County, IA",9174,0
05000US19075,"Grundy County, IA",12407,0
05000US19077,"Guthrie County, IA",10740,0
05000US19079,"Hamilton County, IA",15297,0
05000US19081,"Hancock County, IA",11092,0
05000US19083,"Hardin County, IA",17393,0
05000US19085,"Harrison County, IA",14467,0
05000US19087,"Henry County, IA",20080,0
05000US19089,"Howard County, IA",9494,0
05000US19091,"Humboldt County, IA",9674,0
05000US19093,"Ida County, IA",7071,0
05000US19095,"Iowa County, IA",16344,0
05000US19097,"Jackson County, IA",19572,0
05000US19099,"Jasper County, IA",36726,0
05000US19101,"Jefferson County, IA",17318,0
05000US19103,"Johnson County, IA",139436,0
05000US19105,"Jones County, IA",20560,0
05000US19107,"Keokuk County, IA",10291,0
05000US19109,"Kossuth County, IA",15280,0
05000US19111,"Lee County, IA",35369,0
05000US19113,"Linn County, IA",216640,0
05000US19115,"Louisa County, IA",11271,0
05000US19117,"Lucas County, IA",8731,0
05000US19119,"Lyon County, IA",11723,0
05000US19121,"Madison County, IA",15644,0
05000US19123,"Mahaska County, IA",22396,0
05000US19125,"Marion County, IA",33248,0
05000US19127,"Marshall County, IA",40962,0
05000US19129,"Mills County, IA",14862,0
05000US19131,"Mitchell County, IA",10762,0
05000US19133,"Monona County, IA",9088,0
05000US19135,"Monroe County, IA",8002,0
05000US19137,"Montgomery County, IA",10465,0
05000US19139,"Muscatine County, IA",42913,0
05000US19141,"O'Brien County, IA",14092,0
05000US19143,"Osceola County, IA",6211,0
05000US19145,"Page County, IA",15660,0
05000US19147,"Palo Alto County, IA",9208,0
05000US19149,"Plymouth County, IA",24853,0
05000US19151,"Pocahontas County, IA",7127,0
05000US19153,"Polk County, IA",452369,0
05000US19155,"Pottawattamie County, IA",93213,0
05000US19157,"Poweshiek County, IA",18705,0
05000US19159,"Ringgold County, IA",5061,0
05000US19161,"Sac County, IA",10101,0
05000US19163,"Scott County, IA",169994,0
05000US19165,"Shelby County, IA",11992,0
05000US19167,"Sioux County, IA",34509,0
05000US19169,"Story County, IA",93586,0
05000US19171,"Tama County, IA",17479,0
05000US19173,"Taylor County, IA",6213,0
05000US19175,"Union County, IA",12575,0
05000US19177,"Van Buren County, IA",7432,0
05000US19179,"Wapello County, IA",35315,0
05000US19181,"Warren County, IA",47542,0
05000US19183,"Washington County, IA",22017,0
05000US19185,"Wayne County, IA",6384,0
05000US19187,"Webster County, IA",37295,0
05000US19189,"Winnebago County, IA",10614,0
05000US19191,"Winneshiek County, IA",20884,0
05000US19193,"Woodbury County, IA",102530,0
05000US19195,"Worth County, IA",7563,0
05000US19197,"Wright County, IA",12936,0
05000US20001,"Allen County, KS",13081,0
05000US20003,"Anderson County, KS",7896,0
05000US20005,"Atchison County, KS",16633,0
05000US20007,"Barber County, KS",4770,156
05000US20009,"Barton County, KS",27399,0
05000US20011,"Bourbon County, KS",14812,0
05000US20013,"Brown County, KS",9880,0
05000US20015,"Butler County, KS",66092,0
05000US20017,"Chase County, KS",2722,0
05000US20019,"Chautauqua County, KS",3520,0
05000US20021,"Cherokee County, KS",20952,0
05000US20023,"Cheyenne County, KS",2682,0
05000US20025,"Clark County, KS",2145,0
05000US20027,"Clay County, KS",8421,0
05000US20029,"Cloud County, KS",9339,0
05000US20031,"Coffey County, KS",8458,0
05000US20033,"Comanche County, KS",2010,156
05000US20035,"Cowley County, KS",36079,0
05000US20037,"Crawford County, KS",39304,0
05000US20039,"Decatur County, KS",2905,0
05000US20041,"Dickinson County, KS",19516,0
05000US20043,"Doniphan County, KS",7859,0
05000US20045,"Douglas County, KS",114967,0
05000US20047,"Edwards County, KS",2991,0
05000US20049,"Elk County, KS",2683,0
05000US20051,"Ellis County, KS",28993,0
05000US20053,"Ellsworth County, KS",6410,0
05000US20055,"Finney County, KS",37133,0
05000US20057,"Ford County, KS",34714,0
05000US20059,"Franklin County, KS",25753,0
05000US20061,"Geary County, KS",36787,0
05000US20063,"Gove County, KS",2735,118
05000US20065,"Graham County, KS",2593,0
05000US20067,"Grant County, KS",7816,0
05000US20069,"Gray County, KS",6065,0
05000US20071,"Greeley County, KS",1224,92
05000US20073,"Greenwood County, KS",6393,0
05000US20075,"Hamilton County, KS",2586,0
05000US20077,"Harper County, KS",5861,0
05000US20079,"Harvey County, KS",34835,0
05000US20081,"Haskell County, KS",4130,0
05000US20083,"Hodgeman County, KS",1939,120
05000US20085,"Jackson County, KS",13400,0
05000US20087,"Jefferson County, KS",18898,0
05000US20089,"Jewell County, KS",3038,0
05000US20091,"Johnson County, KS",566814,0
05000US20093,"Kearny County, KS",3952,0
05000US20095,"Kingman County, KS",7790,0
05000US20097,"Kiowa County, KS",2536,0
05000US20099,"Labette County, KS",21048,0
05000US20101,"Lane County, KS",1674,118
05000US20103,"Leavenworth County, KS",78227,0
05000US20105,"Lincoln County, KS",3154,0
05000US20107,"Linn County, KS",9528,0
05000US20109,"Logan County, KS",2793,0
05000US20111,"Lyon County, KS",33462,0
05000US20113,"McPherson County, KS",29252,0
05000US20115,"Marion County, KS",12290,0
05000US20117,"Marshall County, KS",10005,0
05000US20119,"Meade County, KS",4383,0
05000US20121,"Miami County, KS",32688,0
05000US20123,"Mitchell County, KS",6296,0
05000US20125,"Montgomery County, KS",34184,0
05000US20127,"Morris County, KS",5750,0
05000US20129,"Morton County, KS",3106,0
05000US20131,"Nemaha County, KS",10159,0
05000US20133,"Neosho County, KS",16423,0
05000US20135,"Ness County, KS",3077,0
05000US20137,"Norton County, KS",5590,0
05000US20139,"Osage County, KS",16080,0
05000US20141,"Osborne County, KS",3782,0
05000US20143,"Ottawa County, KS",6048,0
05000US20145,"Pawnee County, KS",6911,0
05000US20147,"Phillips County, KS",5501,0
05000US20149,"Pottawatomie County, KS",22625,0
05000US20151,"Pratt County, KS",9739,0
05000US20153,"Rawlins County, KS",2545,0
05000US20155,"Reno County, KS",64058,0
05000US20157,"Republic County, KS",4806,0
05000US20159,"Rice County, KS",10014,0
05000US20161,"Riley County, KS",75022,0
05000US20163,"Rooks County, KS",5186,0
05000US20165,"Rush County, KS",3184,120
05000US20167,"Russell County, KS",6988,0
05000US20169,"Saline County, KS",55735,0
05000US20171,"Scott County, KS",4928,0
05000US20173,"Sedgwick County, KS",506529,0
05000US20175,"Seward County, KS",23274,0
05000US20177,"Shawnee County, KS",178792,0
05000US20179,"Sheridan County, KS",2531,0
05000US20181,"Sherman County, KS",6054,0
05000US20183,"Smith County, KS",3740,0
05000US20185,"Stafford County, KS",4320,0
05000US20187,"Stanton County, KS",2149,0
05000US20189,"Stevens County, KS",5772,0
05000US20191,"Sumner County, KS",23638,0
05000US20193,"Thomas County, KS",7925,0
05000US20195,"Trego County, KS",2951,0
05000US20197,"Wabaunsee County, KS",6997,0
05000US20199,"Wallace County, KS",1595,92
05000US20201,"Washington County, KS",5686,0
05000US20203,"Wichita County, KS",2204,0
05000US20205,"Wilson County, KS",9061,0
05000US20207,"Woodson County, KS",3211,0
05000US20209,"Wyandotte County, KS",160806,0
05000US21001,"Adair County, KY",18852,0
05000US21003,"Allen County, KY",20355,0
05000US21005,"Anderson County, KY",21761,0
05000US21007,"Ballard County, KY",8256,0
05000US21009,"Barren County, KY",42925,0
05000US21011,"Bath County, KY",11978,0
05000US21013,"Bell County, KY",27950,0
05000US21015,"Boone County, KY",124617,0
05000US21017,"Bourbon County, KY",20013,0
05000US21019,"Boyd County, KY",48917,0
05000US21021,"Boyle County, KY",29388,0
05000US21023,"Bracken County, KY",8425,0
05000US21025,"Breathitt County, KY",13591,0
05000US21027,"Breckinridge County, KY",20061,0
05000US21029,"Bullitt County, KY",76961,0
05000US21031,"Butler County, KY",12835,0
05000US21033,"Caldwell County, KY",12826,0
05000US21035,"Calloway County, KY",38106,0
05000US21037,"Campbell County, KY",91475,0
05000US21039,"Carlisle County, KY",4984,0
05000US21041,"Carroll County, KY",10830,0
05000US21043,"Carter County, KY",27326,0
05000US21045,"Casey County, KY",15954,0
05000US21047,"Christian County, KY",74159,0
05000US21049,"Clark County, KY",35657,0
05000US21051,"Clay County, KY",21300,0
05000US21053,"Clinton County, KY",10188,0
05000US21055,"Crittenden County, KY",9222,0
05000US21057,"Cumberland County, KY",6807,0
05000US21059,"Daviess County, KY",98173,0
05000US21061,"Edmonson County, KY",12105,0
05000US21063,"Elliott County, KY",7725,0
05000US21065,"Estill County, KY",14476,0
05000US21067,"Fayette County, KY",308306,0
05000US21069,"Fleming County, KY",14544,0
05000US21071,"Floyd County, KY",38649,0
05000US21073,"Franklin County, KY",49778,0
05000US21075,"Fulton County, KY",6422,0
05000US21077,"Gallatin County, KY",8567,0
05000US21079,"Garrard County, KY",16976,0
05000US21081,"Grant County, KY",24670,0
05000US21083,"Graves County, KY",37502,0
05000US21085,"Grayson County, KY",26001,0
05000US21087,"Green County, KY",11149,0
05000US21089,"Greenup County, KY",36477,0
05000US21091,"Hancock County, KY",8669,0
05000US21093,"Hardin County, KY",107529,0
05000US21095,"Harlan County, KY",28400,0
05000US21097,"Harrison County, KY",18648,0
05000US21099,"Hart County, KY",18441,0
05000US21101,"Henderson County, KY",46396,0
05000US21103,"Henry County, KY",15455,0
05000US21105,"Hickman County, KY",4720,0
05000US21107,"Hopkins County, KY",46518,0
05000US21109,"Jackson County, KY",13357,0
05000US21111,"Jefferson County, KY",755809,0
05000US21113,"Jessamine County, KY",50328,0
05000US21115,"Johnson County, KY",23350,0
05000US21117,"Kenton County, KY",163007,0
05000US21119,"Knott County, KY",16000,0
05000US21121,"Knox County, KY",31809,0
05000US21123,"Larue County, KY",14149,0
05000US21125,"Laurel County, KY",59751,0
05000US21127,"Lawrence County, KY",15821,0
05000US21129,"Lee County, KY",7119,0
05000US21131,"Leslie County, KY",10997,0
05000US21133,"Letcher County, KY",23671,0
05000US21135,"Lewis County, KY",13790,0
05000US21137,"Lincoln County, KY",24498,0
05000US21139,"Livingston County, KY",9394,0
05000US21141,"Logan County, KY",26851,0
05000US21143,"Lyon County, KY",8402,0
05000US21145,"McCracken County, KY",65408,0
05000US21147,"McCreary County, KY",18001,0
05000US21149,"McLean County, KY",9500,0
05000US21151,"Madison County, KY",85838,0
05000US21153,"Magoffin County, KY",12979,0
05000US21155,"Marion County, KY",19717,0
05000US21157,"Marshall County, KY",31181,0
05000US21159,"Martin County, KY",12631,0
05000US21161,"Mason County, KY",17296,0
05000US21163,"Meade County, KY",29098,0
05000US21165,"Menifee County, KY",6343,0
05000US21167,"Mercer County, KY",21342,0
05000US21169,"Metcalfe County, KY",9985,0
05000US21171,"Monroe County, KY",10765,0
05000US21173,"Montgomery County, KY",27167,0
05000US21175,"Morgan County, KY",13428,0
05000US21177,"Muhlenberg County, KY",31309,0
05000US21179,"Nelson County, KY",44564,0
05000US21181,"Nicholas County, KY",7075,0
05000US21183,"Ohio County, KY",24065,0
05000US21185,"Oldham County, KY",63037,0
05000US21187,"Owen County, KY",10711,0
05000US21189,"Owsley County, KY",4616,0
05000US21191,"Pendleton County, KY",14514,0
05000US21193,"Perry County, KY",28041,0
05000US21195,"Pike County, KY",63434,0
05000US21197,"Powell County, KY",12447,0
05000US21199,"Pulaski County, KY",63635,0
05000US21201,"Robertson County, KY",2208,0
05000US21203,"Rockcastle County, KY",16942,0
05000US21205,"Rowan County, KY",23608,0
05000US21207,"Russell County, KY",17669,0
05000US21209,"Scott County, KY",50178,0
05000US21211,"Shelby County, KY",44290,0
05000US21213,"Simpson County, KY",17704,0
05000US21215,"Spencer County, KY",17577,0
05000US21217,"Taylor County, KY",24993,0
05000US21219,"Todd County, KY",12524,0
05000US21221,"Trigg County, KY",14250,0
05000US21223,"Trimble County, KY",8783,0
05000US21225,"Union County, KY",15138,0
05000US21227,"Warren County, KY",118950,0
05000US21229,"Washington County, KY",11910,0
05000US21231,"Wayne County, KY",20655,0
05000US21233,"Webster County, KY",13357,0
05000US21235,"Whitley County, KY",35794,0
05000US21237,"Wolfe County, KY",7261,0
05000US21239,"Woodford County, KY",25317,0
05000US22001,"Acadia Parish, LA",62163,0
05000US22003,"Allen Parish, LA",25653,0
05000US22005,"Ascension Parish, LA",114738,0
05000US22007,"Assumption Parish, LA",23057,0
05000US22009,"Avoyelles Parish, LA",41389,0
05000US22011,"Beauregard Parish, LA",36259,0
05000US22013,"Bienville Parish, LA",13977,0
05000US22015,"Bossier Parish, LA",123403,0
05000US22017,"Caddo Parish, LA",254742,0
05000US22019,"Calcasieu Parish, LA",195887,0
05000US22021,"Caldwell Parish, LA",9990,0
05000US22023,"Cameron Parish, LA",6706,0
05000US22025,"Catahoula Parish, LA",10247,0
05000US22027,"Claiborne Parish, LA",16639,0
05000US22029,"Concordia Parish, LA",20449,0
05000US22031,"De Soto Parish, LA",26965,0
05000US22033,"East Baton Rouge Parish, LA",444690,0
05000US22035,"East Carroll Parish, LA",7501,0
05000US22037,"East Feliciana Parish, LA",19855,0
05000US22039,"Evangeline Parish, LA",33768,0
05000US22041,"Franklin Parish, LA",20550,0
05000US22043,"Grant Parish, LA",22362,0
05000US22045,"Iberia Parish, LA",73938,0
05000US22047,"Iberville Parish, LA",33229,0
05000US22049,"Jackson Parish, LA",16109,0
05000US22051,"Jefferson Parish, LA",435092,0
05000US22053,"Jefferson Davis Parish, LA",31434,0
05000US22055,"Lafayette Parish, LA",231811,0
05000US22057,"Lafourche Parish, LA",97474,0
05000US22059,"LaSalle Parish, LA",14899,0
05000US22061,"Lincoln Parish, LA",47349,0
05000US22063,"Livingston Parish, LA",133949,0
05000US22065,"Madison Parish, LA",11873,0
05000US22067,"Morehouse Parish, LA",27012,0
05000US22069,"Natchitoches Parish, LA",39330,0
05000US22071,"Orleans Parish, LA",376738,0
05000US22073,"Ouachita Parish, LA",155769,0
05000US22075,"Plaquemines Parish, LA",23599,0
05000US22077,"Pointe Coupee Parish, LA",22498,0
05000US22079,"Rapides Parish, LA",132225,0
05000US22081,"Red River Parish, LA",8838,0
05000US22083,"Richland Parish, LA",20777,0
05000US22085,"Sabine Parish, LA",24248,0
05000US22087,"St. Bernard Parish, LA",42858,0
05000US22089,"St. Charles Parish, LA",52639,0
05000US22091,"St. Helena Parish, LA",10818,0
05000US22093,"St. James Parish, LA",21650,0
05000US22095,"St. John the Baptist Parish, LA",44161,0
05000US22097,"St. Landry Parish, LA",83613,0
05000US22099,"St. Martin Parish, LA",53126,0
05000US22101,"St. Mary Parish, LA",53441,0
05000US22103,"St. Tammany Parish, LA",242960,0
05000US22105,"Tangipahoa Parish, LA",125486,0
05000US22107,"Tensas Parish, LA",4893,0
05000US22109,"Terrebonne Parish, LA",112742,0
05000US22111,"Union Parish, LA",22533,0
05000US22113,"Vermilion Parish, LA",59110,0
05000US22115,"Vernon Parish, LA",52476,0
05000US22117,"Washington Parish, LA",46556,0
05000US22119,"Webster Parish, LA",40617,0
05000US22121,"West Baton Rouge Parish, LA",24669,0
05000US22123,"West Carroll Parish, LA",11454,0
05000US22125,"West Feliciana Parish, LA",15415,0
05000US22127,"Winn Parish, LA",14855,0
05000US23001,"Androscoggin County, ME",107393,0
05000US23003,"Aroostook County, ME",70005,0
05000US23005,"Cumberland County, ME",286119,0
05000US23007,"Franklin County, ME",30402,0
05000US23009,"Hancock County, ME",54658,0
05000US23011,"Kennebec County, ME",121112,0
05000US23013,"Knox County, ME",39723,0
05000US23015,"Lincoln County, ME",34156,0
05000US23017,"Oxford County, ME",57421,0
05000US23019,"Penobscot County, ME",153437,0
05000US23021,"Piscataquis County, ME",17156,0
05000US23023,"Sagadahoc County, ME",35092,0
05000US23025,"Somerset County, ME",51577,0
05000US23027,"Waldo County, ME",38976,0
05000US23029,"Washington County, ME",32191,0
05000US23031,"York County, ME",199682,0
05000US24001,"Allegany County, MD",73549,0
05000US24003,"Anne Arundel County, MD",555280,0
05000US24005,"Baltimore County, MD",822959,0
05000US24009,"Calvert County, MD",90114,0
05000US24011,"Caroline County, MD",32661,0
05000US24013,"Carroll County, MD",167444,0
05000US24015,"Cecil County, MD",101960,0
05000US24017,"Charles County, MD",152754,0
05000US24019,"Dorchester County, MD",32534,0
05000US24021,"Frederick County, MD",241373,0
05000US24023,"Garrett County, MD",29813,0
05000US24025,"Harford County, MD",248966,0
05000US24027,"Howard County, MD",304115,0
05000US24029,"Kent County, MD",19923,0
05000US24031,"Montgomery County, MD",1017859,0
05000US24033,"Prince George's County, MD",892816,0
05000US24035,"Queen Anne's County, MD",48600,0
05000US24037,"St. Mary's County, MD",109614,0
05000US24039,"Somerset County, MD",25980,0
05000US24041,"Talbot County, MD",37799,0
05000US24043,"Washington County, MD",149270,0
05000US24045,"Wicomico County, MD",101182,0
05000US24047,"Worcester County, MD",51519,0
05000US24510,"Baltimore city, MD",622454,0
05000US25001,"Barnstable County, MA",214766,0
05000US25003,"Berkshire County, MA",129288,0
05000US25005,"Bristol County, MA",552763,0
05000US25007,"Dukes County, MA",17048,0
05000US25009,"Essex County, MA",763849,0
05000US25011,"Franklin County, MA",71144,0
05000US25013,"Hampden County, MA",468041,0
05000US25015,"Hampshire County, MA",160759,0
05000US25017,"Middlesex County, MA",1556116,0
05000US25019,"Nantucket County, MA",10556,0
05000US25021,"Norfolk County, MA",687721,0
05000US25023,"Plymouth County, MA",503681,0
05000US25025,"Suffolk County, MA",758919,0
05000US25027,"Worcester County, MA",810935,0
05000US26001,"Alcona County, MI",10550,0
05000US26003,"Alger County, MI",9476,0
05000US26005,"Allegan County, MI",112837,0
05000US26007,"Alpena County, MI",29068,0
05000US26009,"Antrim County, MI",23267,0
05000US26011,"Arenac County, MI",15424,0
05000US26013,"Baraga County, MI",8690,0
05000US26015,"Barry County, MI",59147,0
05000US26017,"Bay County, MI",106698,0
05000US26019,"Benzie County, MI",17437,0
05000US26021,"Berrien County, MI",155565,0
05000US26023,"Branch County, MI",43706,0
05000US26025,"Calhoun County, MI",134790,0
05000US26027,"Cass County, MI",51952,0
05000US26029,"Charlevoix County, MI",26134,0
05000US26031,"Cheboygan County, MI",25690,0
05000US26033,"Chippewa County, MI",38586,0
05000US26035,"Clare County, MI",30710,0
05000US26037,"Clinton County, MI",76905,0
05000US26039,"Crawford County, MI",13895,0
05000US26041,"Delta County, MI",36712,0
05000US26043,"Dickinson County, MI",26012,0
05000US26045,"Eaton County, MI",108341,0
05000US26047,"Emmet County, MI",33018,0
05000US26049,"Genesee County, MI",415874,0
05000US26051,"Gladwin County, MI",25501,0
05000US26053,"Gogebic County, MI",15824,0
05000US26055,"Grand Traverse County, MI",89907,0
05000US26057,"Gratiot County, MI",41878,0
05000US26059,"Hillsdale County, MI",46178,0
05000US26061,"Houghton County, MI",36660,0
05000US26063,"Huron County, MI",32290,0
05000US26065,"Ingham County, MI",283491,0
05000US26067,"Ionia County, MI",64064,0
05000US26069,"Iosco County, MI",25401,0
05000US26071,"Iron County, MI",11507,0
05000US26073,"Isabella County, MI",70669,0
05000US26075,"Jackson County, MI",159759,0
05000US26077,"Kalamazoo County, MI",256752,0
05000US26079,"Kalkaska County, MI",17230,0
05000US26081,"Kent County, MI",622590,0
05000US26083,"Keweenaw County, MI",2198,0
05000US26085,"Lake County, MI",11426,0
05000US26087,"Lapeer County, MI",88235,0
05000US26089,"Leelanau County, MI",21772,0
05000US26091,"Lenawee County, MI",98902,0
05000US26093,"Livingston County, MI",184591,0
05000US26095,"Luce County, MI",6477,0
05000US26097,"Mackinac County, MI",11044,0
05000US26099,"Macomb County, MI",854689,0
05000US26101,"Manistee County, MI",24536,0
05000US26103,"Marquette County, MI",67582,0
05000US26105,"Mason County, MI",28711,0
05000US26107,"Mecosta County, MI",43301,0
05000US26109,"Menominee County, MI",23717,0
05000US26111,"Midland County, MI",83624,0
05000US26113,"Missaukee County, MI",14988,0
05000US26115,"Monroe County, MI",150436,0
05000US26117,"Montcalm County, MI",63004,0
05000US26119,"Montmorency County, MI",9401,0
05000US26121,"Muskegon County, MI",171483,0
05000US26123,"Newaygo County, MI",48029,0
05000US26125,"Oakland County, MI",1229503,0
05000US26127,"Oceana County, MI",26229,0
05000US26129,"Ogemaw County, MI",21222,0
05000US26131,"Ontonagon County, MI",6298,0
05000US26133,"Osceola County, MI",23234,0
05000US26135,"Oscoda County, MI",8444,0
05000US26137,"Otsego County, MI",24141,0
05000US26139,"Ottawa County, MI",273136,0
05000US26141,"Presque Isle County, MI",13037,0
05000US26143,"Roscommon County, MI",24068,0
05000US26145,"Saginaw County, MI",196479,0
05000US26147,"St. Clair County, MI",160429,0
