geoid,name,B01003001,"B01003001, Error"
05000US26149,"St. Joseph County, MI",61022,0
05000US26151,"Sanilac County, MI",42014,0
05000US26153,"Schoolcraft County, MI",8288,0
05000US26155,"Shiawassee County, MI",69113,0
05000US26157,"Tuscola County, MI",54420,0
05000US26159,"Van Buren County, MI",75351,0
05000US26161,"Washtenaw County, MI",354092,0
05000US26163,"Wayne County, MI",1778969,0
05000US26165,"Wexford County, MI",32751,0
05000US27001,"Aitkin County, MN",15839,0
05000US27003,"Anoka County, MN",338764,0
05000US27005,"Becker County, MN",33138,0
05000US27007,"Beltrami County, MN",45434,0
05000US27009,"Benton County, MN",39221,0
05000US27011,"Big Stone County, MN",5134,0
05000US27013,"Blue Earth County, MN",65125,0
05000US27015,"Brown County, MN",25391,0
05000US27017,"Carlton County, MN",35443,0
05000US27019,"Carver County, MN",95715,0
05000US27021,"Cass County, MN",28519,0
05000US27023,"Chippewa County, MN",12154,0
05000US27025,"Chisago County, MN",53834,0
05000US27027,"Clay County, MN",60879,0
05000US27029,"Clearwater County, MN",8752,0
05000US27031,"Cook County, MN",5194,0
05000US27033,"Cottonwood County, MN",11632,0
05000US27035,"Crow Wing County, MN",63048,0
05000US27037,"Dakota County, MN",408456,0
05000US27039,"Dodge County, MN",20290,0
05000US27041,"Douglas County, MN",36620,0
05000US27043,"Faribault County, MN",14230,0
05000US27045,"Fillmore County, MN",20843,0
05000US27047,"Freeborn County, MN",30897,0
05000US27049,"Goodhue County, MN",46377,0
05000US27051,"Grant County, MN",5961,0
05000US27053,"Hennepin County, MN",1197776,0
05000US27055,"Houston County, MN",18812,0
05000US27057,"Hubbard County, MN",20574,0
05000US27059,"Isanti County, MN",38296,0
05000US27061,"Itasca County, MN",45354,0
05000US27063,"Jackson County, MN",10211,0
05000US27065,"Kanabec County, MN",16003,0
05000US27067,"Kandiyohi County, MN",42444,0
05000US27069,"Kittson County, MN",4480,0
05000US27071,"Koochiching County, MN",13054,0
05000US27073,"Lac qui Parle County, MN",7023,0
05000US27075,"Lake County, MN",10750,0
05000US27077,"Lake of the Woods County, MN",3949,0
05000US27079,"Le Sueur County, MN",27707,0
05000US27081,"Lincoln County, MN",5808,0
05000US27083,"Lyon County, MN",25699,0
05000US27085,"McLeod County, MN",36046,0
05000US27087,"Mahnomen County, MN",5496,0
05000US27089,"Marshall County, MN",9453,0
05000US27091,"Martin County, MN",20350,0
05000US27093,"Meeker County, MN",23129,0
05000US27095,"Mille Lacs County, MN",25809,0
05000US27097,"Morrison County, MN",32962,0
05000US27099,"Mower County, MN",39227,0
05000US27101,"Murray County, MN",8529,0
05000US27103,"Nicollet County, MN",33086,0
05000US27105,"Nobles County, MN",21687,0
05000US27107,"Norman County, MN",6692,0
05000US27109,"Olmsted County, MN",148736,0
05000US27111,"Otter Tail County, MN",57511,0
05000US27113,"Pennington County, MN",14110,0
05000US27115,"Pine County, MN",29218,0
05000US27117,"Pipestone County, MN",9354,0
05000US27119,"Polk County, MN",31547,0
05000US27121,"Pope County, MN",10948,0
05000US27123,"Ramsey County, MN",527411,0
05000US27125,"Red Lake County, MN",4061,0
05000US27127,"Redwood County, MN",15723,0
05000US27129,"Renville County, MN",15171,0
05000US27131,"Rice County, MN",64886,0
05000US27133,"Rock County, MN",9563,0
05000US27135,"Roseau County, MN",15615,0
05000US27137,"St. Louis County, MN",200506,0
05000US27139,"Scott County, MN",137322,0
05000US27141,"Sherburne County, MN",90401,0
05000US27143,"Sibley County, MN",15021,0
05000US27145,"Stearns County, MN",152595,0
05000US27147,"Steele County, MN",36523,0
05000US27149,"Stevens County, MN",9771,0
05000US27151,"Swift County, MN",9525,0
05000US27153,"Todd County, MN",24466,0
05000US27155,"Traverse County, MN",3429,0
05000US27157,"Wabasha County, MN",21381,0
05000US27159,"Wadena County, MN",13759,0
05000US27161,"Waseca County, MN",19076,0
05000US27163,"Washington County, MN",246670,0
05000US27165,"Watonwan County, MN",11054,0
05000US27167,"Wilkin County, MN",6526,0
05000US27169,"Winona County, MN",51213,0
05000US27171,"Wright County, MN",128691,0
05000US27173,"Yellow Medicine County, MN",10092,0
05000US28001,"Adams County, MS",31979,0
05000US28003,"Alcorn County, MS",37319,0
05000US28005,"Amite County, MS",12840,0
05000US28007,"Attala County, MS",19175,0
05000US28009,"Benton County, MS",8470,0
05000US28011,"Bolivar County, MS",33803,0
05000US28013,"Calhoun County, MS",14789,0
05000US28015,"Carroll County, MS",10338,0
05000US28017,"Chickasaw County, MS",17391,0
05000US28019,"Choctaw County, MS",8354,0
05000US28021,"Claiborne County, MS",9330,0
05000US28023,"Clarke County, MS",16362,0
05000US28025,"Clay County, MS",20279,0
05000US28027,"Coahoma County, MS",25254,0
05000US28029,"Copiah County, MS",28921,0
05000US28031,"Covington County, MS",19471,0
05000US28033,"DeSoto County, MS",168586,0
05000US28035,"Forrest County, MS",76267,0
05000US28037,"Franklin County, MS",7857,0
05000US28039,"George County, MS",23104,0
05000US28041,"Greene County, MS",14129,0
05000US28043,"Grenada County, MS",21591,0
05000US28045,"Hancock County, MS",45627,0
05000US28047,"Harrison County, MS",196268,0
05000US28049,"Hinds County, MS",245874,0
05000US28051,"Holmes County, MS",18772,0
05000US28053,"Humphreys County, MS",8984,0
05000US28055,"Issaquena County, MS",1291,198
05000US28057,"Itawamba County, MS",23451,0
05000US28059,"Jackson County, MS",140676,0
05000US28061,"Jasper County, MS",16588,0
05000US28063,"Jefferson County, MS",7586,0
05000US28065,"Jefferson Davis County, MS",11941,0
05000US28067,"Jones County, MS",68276,0
05000US28069,"Kemper County, MS",10211,0
05000US28071,"Lafayette County, MS",51169,0
05000US28073,"Lamar County, MS",58885,0
05000US28075,"Lauderdale County, MS",79832,0
05000US28077,"Lawrence County, MS",12586,0
05000US28079,"Leake County, MS",23153,0
05000US28081,"Lee County, MS",85036,0
05000US28083,"Leflore County, MS",31516,0
05000US28085,"Lincoln County, MS",34765,0
05000US28087,"Lowndes County, MS",59699,0
05000US28089,"Madison County, MS",100202,0
05000US28091,"Marion County, MS",26109,0
05000US28093,"Marshall County, MS",36385,0
05000US28095,"Monroe County, MS",36175,0
05000US28097,"Montgomery County, MS",10464,0
05000US28099,"Neshoba County, MS",29553,0
05000US28101,"Newton County, MS",21663,0
05000US28103,"Noxubee County, MS",11143,0
05000US28105,"Oktibbeha County, MS",49048,0
05000US28107,"Panola County, MS",34373,0
05000US28109,"Pearl River County, MS",55196,0
05000US28111,"Perry County, MS",12187,0
05000US28113,"Pike County, MS",40075,0
05000US28115,"Pontotoc County, MS",30517,0
05000US28117,"Prentiss County, MS",25380,0
05000US28119,"Quitman County, MS",7761,0
05000US28121,"Rankin County, MS",146761,0
05000US28123,"Scott County, MS",28293,0
05000US28125,"Sharkey County, MS",4805,198
05000US28127,"Simpson County, MS",27401,0
05000US28129,"Smith County, MS",16257,0
05000US28131,"Stone County, MS",17978,0
05000US28133,"Sunflower County, MS",27911,0
05000US28135,"Tallahatchie County, MS",14959,0
05000US28137,"Tate County, MS",28415,0
05000US28139,"Tippah County, MS",22054,0
05000US28141,"Tishomingo County, MS",19539,0
05000US28143,"Tunica County, MS",10477,0
05000US28145,"Union County, MS",27811,0
05000US28147,"Walthall County, MS",14978,0
05000US28149,"Warren County, MS",48020,0
05000US28151,"Washington County, MS",49499,0
05000US28153,"Wayne County, MS",20564,0
05000US28155,"Webster County, MS",9999,0
05000US28157,"Wilkinson County, MS",9345,0
05000US28159,"Winston County, MS",18697,0
05000US28161,"Yalobusha County, MS",12381,0
05000US28163,"Yazoo County, MS",27911,0
05000US29001,"Adair County, MO",25560,0
05000US29003,"Andrew County, MO",17328,0
05000US29005,"Atchison County, MO",5440,0
05000US29007,"Audrain County, MO",25783,0
05000US29009,"Barry County, MO",35726,0
05000US29011,"Barton County, MO",12166,0
05000US29013,"Bates County, MO",16643,0
05000US29015,"Benton County, MO",18854,0
05000US29017,"Bollinger County, MO",12356,0
05000US29019,"Boone County, MO",170770,0
05000US29021,"Buchanan County, MO",89561,0
05000US29023,"Butler County, MO",42951,0
05000US29025,"Caldwell County, MO",9083,0
05000US29027,"Callaway County, MO",44566,0
05000US29029,"Camden County, MO",43927,0
05000US29031,"Cape Girardeau County, MO",77606,0
05000US29033,"Carroll County, MO",9096,0
05000US29035,"Carter County, MO",6284,0
05000US29037,"Cass County, MO",100781,0
05000US29039,"Cedar County, MO",13892,0
05000US29041,"Chariton County, MO",7650,0
05000US29043,"Christian County, MO",80904,0
05000US29045,"Clark County, MO",6919,0
05000US29047,"Clay County, MO",230361,0
05000US29049,"Clinton County, MO",20498,0
05000US29051,"Cole County, MO",76533,0
05000US29053,"Cooper County, MO",17593,0
05000US29055,"Crawford County, MO",24660,0
05000US29057,"Dade County, MO",7618,0
05000US29059,"Dallas County, MO",16564,0
05000US29061,"Daviess County, MO",8277,0
05000US29063,"DeKalb County, MO",12782,0
05000US29065,"Dent County, MO",15612,0
05000US29067,"Douglas County, MO",13516,0
05000US29069,"Dunklin County, MO",31562,0
05000US29071,"Franklin County, MO",101828,0
05000US29073,"Gasconade County, MO",14948,0
05000US29075,"Gentry County, MO",6785,0
05000US29077,"Greene County, MO",283206,0
05000US29079,"Grundy County, MO",10256,0
05000US29081,"Harrison County, MO",8722,0
05000US29083,"Henry County, MO",22034,0
05000US29085,"Hickory County, MO",9335,0
05000US29087,"Holt County, MO",4615,0
05000US29089,"Howard County, MO",10182,0
05000US29091,"Howell County, MO",40326,0
05000US29093,"Iron County, MO",10322,0
05000US29095,"Jackson County, MO",680905,0
05000US29097,"Jasper County, MO",117184,0
05000US29099,"Jefferson County, MO",221577,0
05000US29101,"Johnson County, MO",54155,0
05000US29103,"Knox County, MO",4035,0
05000US29105,"Laclede County, MO",35514,0
05000US29107,"Lafayette County, MO",32916,0
05000US29109,"Lawrence County, MO",38244,0
05000US29111,"Lewis County, MO",10172,0
05000US29113,"Lincoln County, MO",53850,0
05000US29115,"Linn County, MO",12401,0
05000US29117,"Livingston County, MO",15042,0
05000US29119,"McDonald County, MO",22763,0
05000US29121,"Macon County, MO",15460,0
05000US29123,"Madison County, MO",12401,0
05000US29125,"Maries County, MO",9057,0
05000US29127,"Marion County, MO",28840,0
05000US29129,"Mercer County, MO",3718,0
05000US29131,"Miller County, MO",24956,0
05000US29133,"Mississippi County, MO",14208,0
05000US29135,"Moniteau County, MO",15801,0
05000US29137,"Monroe County, MO",8680,0
05000US29139,"Montgomery County, MO",11939,0
05000US29141,"Morgan County, MO",20225,0
05000US29143,"New Madrid County, MO",18411,0
05000US29145,"Newton County, MO",58777,0
05000US29147,"Nodaway County, MO",23186,0
05000US29149,"Oregon County, MO",10979,0
05000US29151,"Osage County, MO",13758,0
05000US29153,"Ozark County, MO",9537,0
05000US29155,"Pemiscot County, MO",17837,0
05000US29157,"Perry County, MO",19100,0
05000US29159,"Pettis County, MO",42215,0
05000US29161,"Phelps County, MO",45029,0
05000US29163,"Pike County, MO",18517,0
05000US29165,"Platte County, MO",93394,0
05000US29167,"Polk County, MO",31107,0
05000US29169,"Pulaski County, MO",53443,0
05000US29171,"Putnam County, MO",4895,0
05000US29173,"Ralls County, MO",10243,0
05000US29175,"Randolph County, MO",25135,0
05000US29177,"Ray County, MO",23031,0
05000US29179,"Reynolds County, MO",6578,0
05000US29181,"Ripley County, MO",13990,0
05000US29183,"St. Charles County, MO",374805,0
05000US29185,"St. Clair County, MO",9520,0
05000US29186,"Ste. Genevieve County, MO",17990,0
05000US29187,"St. Francois County, MO",66010,0
05000US29189,"St. Louis County, MO",1001327,0
05000US29195,"Saline County, MO",23334,0
05000US29197,"Schuyler County, MO",4395,0
05000US29199,"Scotland County, MO",4873,0
05000US29201,"Scott County, MO",39061,0
05000US29203,"Shannon County, MO",8317,0
05000US29205,"Shelby County, MO",6179,0
05000US29207,"Stoddard County, MO",29837,0
05000US29209,"Stone County, MO",31375,0
05000US29211,"Sullivan County, MO",6512,0
05000US29213,"Taney County, MO",53555,0
05000US29215,"Texas County, MO",25735,0
05000US29217,"Vernon County, MO",20878,0
05000US29219,"Warren County, MO",33043,0
05000US29221,"Washington County, MO",25048,0
05000US29223,"Wayne County, MO",13397,0
05000US29225,"Webster County, MO",36690,0
05000US29227,"Worth County, MO",2082,0
05000US29229,"Wright County, MO",18449,0
05000US29510,"St. Louis city, MO",317850,0
05000US30001,"Beaverhead County, MT",9291,0
05000US30003,"Big Horn County, MT",13141,0
05000US30005,"Blaine County, MT",6598,0
05000US30007,"Broadwater County, MT",5692,0
05000US30009,"Carbon County, MT",10268,0
05000US30011,"Carter County, MT",1227,106
05000US30013,"Cascade County, MT",82090,0
05000US30015,"Chouteau County, MT",5855,0
05000US30017,"Custer County, MT",11945,0
05000US30019,"Daniels County, MT",1758,156
05000US30021,"Dawson County, MT",9365,0
05000US30023,"Deer Lodge County, MT",9211,0
05000US30025,"Fallon County, MT",3057,115
05000US30027,"Fergus County, MT",11468,0
05000US30029,"Flathead County, MT",93333,0
05000US30031,"Gallatin County, MT",95323,0
05000US30033,"Garfield County, MT",1047,102
05000US30035,"Glacier County, MT",13672,0
05000US30037,"Golden Valley County, MT",756,110
05000US30039,"Granite County, MT",3168,0
05000US30041,"Hill County, MT",16523,0
05000US30043,"Jefferson County, MT",11502,0
05000US30045,"Judith Basin County, MT",1997,0
05000US30047,"Lake County, MT",29157,0
05000US30049,"Lewis and Clark County, MT",65357,0
05000US30051,"Liberty County, MT",2369,143
05000US30053,"Lincoln County, MT",19337,0
05000US30055,"McCone County, MT",1728,141
05000US30057,"Madison County, MT",7767,0
05000US30059,"Meagher County, MT",1898,143
05000US30061,"Mineral County, MT",4238,0
05000US30063,"Missoula County, MT",111966,0
05000US30065,"Musselshell County, MT",4790,139
05000US30067,"Park County, MT",15708,0
05000US30069,"Petroleum County, MT",443,71
05000US30071,"Phillips County, MT",4167,0
05000US30073,"Pondera County, MT",6206,0
05000US30075,"Powder River County, MT",1703,106
05000US30077,"Powell County, MT",6975,0
05000US30079,"Prairie County, MT",1372,113
05000US30081,"Ravalli County, MT",40823,0
05000US30083,"Richland County, MT",11132,0
05000US30085,"Roosevelt County, MT",11072,0
05000US30087,"Rosebud County, MT",9352,0
05000US30089,"Sanders County, MT",11346,0
05000US30091,"Sheridan County, MT",3630,156
05000US30093,"Silver Bow County, MT",34549,0
05000US30095,"Stillwater County, MT",9288,0
05000US30097,"Sweet Grass County, MT",3633,0
05000US30099,"Teton County, MT",6074,0
05000US30101,"Toole County, MT",5150,0
05000US30103,"Treasure County, MT",812,92
05000US30105,"Valley County, MT",7577,0
05000US30107,"Wheatland County, MT",2115,0
05000US30109,"Wibaux County, MT",986,103
05000US30111,"Yellowstone County, MT",153692,0
05000US31001,"Adams County, NE",31442,0
05000US31003,"Antelope County, NE",6486,0
05000US31005,"Arthur County, NE",448,57
05000US31007,"Banner County, NE",820,81
05000US31009,"Blaine County, NE",551,57
05000US31011,"Boone County, NE",5373,0
05000US31013,"Box Butte County, NE",11310,0
05000US31015,"Boyd County, NE",2039,100
05000US31017,"Brown County, NE",3078,85
05000US31019,"Buffalo County, NE",47958,0
05000US31021,"Burt County, NE",6647,0
05000US31023,"Butler County, NE",8256,0
05000US31025,"Cass County, NE",25360,0
05000US31027,"Cedar County, NE",8675,0
05000US31029,"Chase County, NE",3897,194
05000US31031,"Cherry County, NE",5770,0
05000US31033,"Cheyenne County, NE",10077,0
05000US31035,"Clay County, NE",6382,0
05000US31037,"Colfax County, NE",10522,0
05000US31039,"Cuming County, NE",9078,0
05000US31041,"Custer County, NE",10802,0
05000US31043,"Dakota County, NE",20798,0
05000US31045,"Dawes County, NE",9136,0
05000US31047,"Dawson County, NE",24069,0
05000US31049,"Deuel County, NE",1946,0
05000US31051,"Dixon County, NE",5866,0
05000US31053,"Dodge County, NE",36725,0
05000US31055,"Douglas County, NE",537655,0
05000US31057,"Dundy County, NE",2015,194
05000US31059,"Fillmore County, NE",5697,0
05000US31061,"Franklin County, NE",3105,0
05000US31063,"Frontier County, NE",2573,69
05000US31065,"Furnas County, NE",4887,0
05000US31067,"Gage County, NE",21818,0
05000US31069,"Garden County, NE",1823,86
05000US31071,"Garfield County, NE",1933,71
05000US31073,"Gosper County, NE",1976,0
05000US31075,"Grant County, NE",769,74
05000US31077,"Greeley County, NE",2476,0
05000US31079,"Hall County, NE",60792,0
05000US31081,"Hamilton County, NE",9100,0
05000US31083,"Harlan County, NE",3458,0
05000US31085,"Hayes County, NE",1084,69
05000US31087,"Hitchcock County, NE",2879,0
05000US31089,"Holt County, NE",10398,0
05000US31091,"Hooker County, NE",681,97
05000US31093,"Howard County, NE",6347,0
05000US31095,"Jefferson County, NE",7433,0
05000US31097,"Johnson County, NE",5167,0
05000US31099,"Kearney County, NE",6549,0
05000US31101,"Keith County, NE",8146,0
05000US31103,"Keya Paha County, NE",711,85
05000US31105,"Kimball County, NE",3720,0
05000US31107,"Knox County, NE",8556,0
05000US31109,"Lancaster County, NE",298080,0
05000US31111,"Lincoln County, NE",35896,0
05000US31113,"Logan County, NE",851,68
05000US31115,"Loup County, NE",548,56
05000US31117,"McPherson County, NE",433,83
05000US31119,"Madison County, NE",35111,0
05000US31121,"Merrick County, NE",7776,0
05000US31123,"Morrill County, NE",4874,0
05000US31125,"Nance County, NE",3639,0
05000US31127,"Nemaha County, NE",7168,0
05000US31129,"Nuckolls County, NE",4391,0
05000US31131,"Otoe County, NE",15842,0
05000US31133,"Pawnee County, NE",2726,0
05000US31135,"Perkins County, NE",2924,0
05000US31137,"Phelps County, NE",9216,0
05000US31139,"Pierce County, NE",7184,0
05000US31141,"Platte County, NE",32642,0
05000US31143,"Polk County, NE",5271,0
05000US31145,"Red Willow County, NE",10946,0
05000US31147,"Richardson County, NE",8201,0
05000US31149,"Rock County, NE",1401,100
05000US31151,"Saline County, NE",14360,0
05000US31153,"Sarpy County, NE",169192,0
05000US31155,"Saunders County, NE",20913,0
05000US31157,"Scotts Bluff County, NE",36684,0
05000US31159,"Seward County, NE",16998,0
05000US31161,"Sheridan County, NE",5294,0
05000US31163,"Sherman County, NE",3107,0
05000US31165,"Sioux County, NE",1249,81
05000US31167,"Stanton County, NE",6081,0
05000US31169,"Thayer County, NE",5182,0
05000US31171,"Thomas County, NE",675,53
05000US31173,"Thurston County, NE",6946,0
05000US31175,"Valley County, NE",4254,56
05000US31177,"Washington County, NE",20257,0
05000US31179,"Wayne County, NE",9425,0
05000US31181,"Webster County, NE",3697,0
05000US31183,"Wheeler County, NE",847,71
05000US31185,"York County, NE",13825,0
05000US32001,"Churchill County, NV",24252,0
05000US32003,"Clark County, NV",2035572,0
05000US32005,"Douglas County, NV",47259,0
05000US32007,"Elko County, NV",51562,0
05000US32009,"Esmeralda County, NV",1141,188
05000US32011,"Eureka County, NV",1669,188
05000US32013,"Humboldt County, NV",17067,0
05000US32015,"Lander County, NV",5946,0
05000US32017,"Lincoln County, NV",5194,0
05000US32019,"Lyon County, NV",51657,0
05000US32021,"Mineral County, NV",4566,0
05000US32023,"Nye County, NV",42625,0
05000US32027,"Pershing County, NV",6722,0
05000US32029,"Storey County, NV",3929,0
05000US32031,"Washoe County, NV",435019,0
05000US32033,"White Pine County, NV",9974,0
05000US32510,"Carson City, NV",54482,0
05000US33001,"Belknap County, NH",60399,0
05000US33003,"Carroll County, NH",47513,0
05000US33005,"Cheshire County, NH",76430,0
05000US33007,"Coos County, NH",31870,0
05000US33009,"Grafton County, NH",89341,0
05000US33011,"Hillsborough County, NH",403972,0
05000US33013,"Merrimack County, NH",147262,0
05000US33015,"Rockingham County, NH",299006,0
05000US33017,"Strafford County, NH",125273,0
05000US33019,"Sullivan County, NH",43135,0
05000US34001,"Atlantic County, NJ",275376,0
05000US34003,"Bergen County, NJ",926330,0
05000US34005,"Burlington County, NJ",450556,0
05000US34007,"Camden County, NJ",511998,0
05000US34009,"Cape May County, NJ",95805,0
05000US34011,"Cumberland County, NJ",157035,0
05000US34013,"Essex County, NJ",791609,0
05000US34015,"Gloucester County, NJ",290298,0
05000US34017,"Hudson County, NJ",662619,0
05000US34019,"Hunterdon County, NJ",126250,0
05000US34021,"Mercer County, NJ",370212,0
05000US34023,"Middlesex County, NJ",830300,0
05000US34025,"Monmouth County, NJ",629185,0
05000US34027,"Morris County, NJ",498192,0
05000US34029,"Ocean County, NJ",583450,0
05000US34031,"Passaic County, NJ",507574,0
05000US34033,"Salem County, NJ",65120,0
05000US34035,"Somerset County, NJ",330604,0
05000US34037,"Sussex County, NJ",145930,0
05000US34039,"Union County, NJ",548744,0
05000US34041,"Warren County, NJ",107226,0
05000US35001,"Bernalillo County, NM",673943,0
05000US35003,"Catron County, NM",3583,0
05000US35005,"Chaves County, NM",65811,0
05000US35006,"Cibola County, NM",27382,0
05000US35007,"Colfax County, NM",12997,0
05000US35009,"Curry County, NM",50497,0
05000US35011,"De Baca County, NM",2020,100
05000US35013,"Doña Ana County, NM",213963,0
05000US35015,"Eddy County, NM",55641,0
05000US35017,"Grant County, NM",29119,0
05000US35019,"Guadalupe County, NM",4526,0
05000US35021,"Harding County, NM",565,99
05000US35023,"Hidalgo County, NM",4643,0
05000US35025,"Lea County, NM",68149,0
05000US35027,"Lincoln County, NM",19931,0
05000US35028,"Los Alamos County, NM",17939,0
05000US35029,"Luna County, NM",24789,0
05000US35031,"McKinley County, NM",73998,0
05000US35033,"Mora County, NM",4660,0
05000US35035,"Otero County, NM",65318,0
05000US35037,"Quay County, NM",8698,0
05000US35039,"Rio Arriba County, NM",39949,0
05000US35041,"Roosevelt County, NM",19908,0
05000US35043,"Sandoval County, NM",136638,0
05000US35045,"San Juan County, NM",125133,0
05000US35047,"San Miguel County, NM",28668,0
05000US35049,"Santa Fe County, NM",147108,0
05000US35051,"Sierra County, NM",11615,0
05000US35053,"Socorro County, NM",17494,0
05000US35055,"Taos County, NM",32943,0
05000US35057,"Torrance County, NM",15853,0
05000US35059,"Union County, NM",4339,0
05000US35061,"Valencia County, NM",76297,0
05000US36001,"Albany County, NY",307463,0
05000US36003,"Allegany County, NY",48070,0
05000US36005,"Bronx County, NY",1428357,0
05000US36007,"Broome County, NY",198093,0
05000US36009,"Cattaraugus County, NY",78962,0
05000US36011,"Cayuga County, NY",79173,0
05000US36013,"Chautauqua County, NY",132646,0
05000US36015,"Chemung County, NY",88267,0
05000US36017,"Chenango County, NY",49549,0
05000US36019,"Clinton County, NY",81685,0
05000US36021,"Columbia County, NY",62195,0
05000US36023,"Cortland County, NY",49043,0
05000US36025,"Delaware County, NY",46901,0
05000US36027,"Dutchess County, NY",296928,0
05000US36029,"Erie County, NY",921584,0
05000US36031,"Essex County, NY",38912,0
05000US36033,"Franklin County, NY",51280,0
05000US36035,"Fulton County, NY",54606,0
05000US36037,"Genesee County, NY",59458,0
05000US36039,"Greene County, NY",48312,0
05000US36041,"Hamilton County, NY",4760,0
05000US36043,"Herkimer County, NY",64034,0
05000US36045,"Jefferson County, NY",118947,0
05000US36047,"Kings County, NY",2595259,0
05000US36049,"Lewis County, NY",27124,0
05000US36051,"Livingston County, NY",64801,0
05000US36053,"Madison County, NY",72427,0
05000US36055,"Monroe County, NY",749356,0
05000US36057,"Montgomery County, NY",49779,0
05000US36059,"Nassau County, NY",1354612,0
05000US36061,"New York County, NY",1629507,0
05000US36063,"Niagara County, NY",214150,0
05000US36065,"Oneida County, NY",233558,0
05000US36067,"Onondaga County, NY",468304,0
05000US36069,"Ontario County, NY",109192,0
05000US36071,"Orange County, NY",375384,0
05000US36073,"Orleans County, NY",42204,0
05000US36075,"Oswego County, NY",121183,0
05000US36077,"Otsego County, NY",61399,0
05000US36079,"Putnam County, NY",99488,0
05000US36081,"Queens County, NY",2301139,0
05000US36083,"Rensselaer County, NY",159900,0
05000US36085,"Richmond County, NY",472481,0
05000US36087,"Rockland County, NY",320688,0
05000US36089,"St. Lawrence County, NY",112011,0
05000US36091,"Saratoga County, NY",223774,0
05000US36093,"Schenectady County, NY",154796,0
05000US36095,"Schoharie County, NY",31913,0
05000US36097,"Schuyler County, NY",18410,0
05000US36099,"Seneca County, NY",35144,0
05000US36101,"Steuben County, NY",98665,0
05000US36103,"Suffolk County, NY",1501373,0
05000US36105,"Sullivan County, NY",76330,0
05000US36107,"Tioga County, NY",50199,0
05000US36109,"Tompkins County, NY",103855,0
05000US36111,"Ulster County, NY",181300,0
05000US36113,"Warren County, NY",65180,0
05000US36115,"Washington County, NY",62700,0
05000US36117,"Wayne County, NY",92416,0
05000US36119,"Westchester County, NY",967315,0
05000US36121,"Wyoming County, NY",41446,0
05000US36123,"Yates County, NY",25187,0
05000US37001,"Alamance County, NC",155258,0
05000US37003,"Alexander County, NC",37158,0
05000US37005,"Alleghany County, NC",10911,0
05000US37007,"Anson County, NC",26135,0
05000US37009,"Ashe County, NC",27114,0
05000US37011,"Avery County, NC",17695,0
05000US37013,"Beaufort County, NC",47561,0
05000US37015,"Bertie County, NC",20518,0
05000US37017,"Bladen County, NC",34720,0
05000US37019,"Brunswick County, NC",115926,0
05000US37021,"Buncombe County, NC",247336,0
05000US37023,"Burke County, NC",89548,0
05000US37025,"Cabarrus County, NC",188375,0
05000US37027,"Caldwell County, NC",81758,0
05000US37029,"Camden County, NC",10161,0
05000US37031,"Carteret County, NC",68228,0
05000US37033,"Caswell County, NC",23174,0
05000US37035,"Catawba County, NC",154610,0
05000US37037,"Chatham County, NC",67431,0
05000US37039,"Cherokee County, NC",27092,0
05000US37041,"Chowan County, NC",14656,0
05000US37043,"Clay County, NC",10656,0
05000US37045,"Cleveland County, NC",97178,0
05000US37047,"Columbus County, NC",57230,0
05000US37049,"Craven County, NC",104450,0
05000US37051,"Cumberland County, NC",324603,0
05000US37053,"Currituck County, NC",24492,0
05000US37055,"Dare County, NC",34863,0
05000US37057,"Davidson County, NC",163867,0
05000US37059,"Davie County, NC",41447,0
05000US37061,"Duplin County, NC",59453,0
05000US37063,"Durham County, NC",288817,0
05000US37065,"Edgecombe County, NC",55280,0
05000US37067,"Forsyth County, NC",361684,0
05000US37069,"Franklin County, NC",62296,0
05000US37071,"Gaston County, NC",209807,0
05000US37073,"Gates County, NC",11724,0
05000US37075,"Graham County, NC",8700,0
05000US37077,"Granville County, NC",58109,0
05000US37079,"Greene County, NC",21328,0
05000US37081,"Guilford County, NC",506763,0
05000US37083,"Halifax County, NC",53407,0
05000US37085,"Harnett County, NC",124320,0
05000US37087,"Haywood County, NC",59170,0
05000US37089,"Henderson County, NC",109719,0
05000US37091,"Hertford County, NC",24368,0
05000US37093,"Hoke County, NC",51075,0
05000US37095,"Hyde County, NC",5693,0
05000US37097,"Iredell County, NC",165066,0
05000US37099,"Jackson County, NC",40812,0
05000US37101,"Johnston County, NC",178396,0
05000US37103,"Jones County, NC",10166,0
05000US37105,"Lee County, NC",59418,0
05000US37107,"Lenoir County, NC",58782,0
05000US37109,"Lincoln County, NC",79578,0
05000US37111,"McDowell County, NC",44961,0
05000US37113,"Macon County, NC",33919,0
05000US37115,"Madison County, NC",21027,0
05000US37117,"Martin County, NC",23729,0
05000US37119,"Mecklenburg County, NC",990288,0
05000US37121,"Mitchell County, NC",15330,0
05000US37123,"Montgomery County, NC",27601,0
05000US37125,"Moore County, NC",91743,0
05000US37127,"Nash County, NC",94722,0
05000US37129,"New Hanover County, NC",213091,0
05000US37131,"Northampton County, NC",21011,0
05000US37133,"Onslow County, NC",183753,0
05000US37135,"Orange County, NC",138644,0
05000US37137,"Pamlico County, NC",12982,0
05000US37139,"Pasquotank County, NC",40018,0
05000US37141,"Pender County, NC",55166,0
05000US37143,"Perquimans County, NC",13498,0
05000US37145,"Person County, NC",39262,0
05000US37147,"Pitt County, NC",173798,0
05000US37149,"Polk County, NC",20327,0
05000US37151,"Randolph County, NC",142370,0
